epoch,batch,step,train_loss,learning_rate,train_loss_type,train_loss_beat,train_loss_position,train_loss_pitch,train_loss_duration,train_loss_instrument
1,1,1,27.640222549438477,1.009e-05,4.080332279205322,5.215279579162598,4.405035972595215,5.932526111602783,6.399928092956543,1.6071207523345947
1,25,25,18.229883193969727,1.2249999999999998e-05,0.1581556797027588,4.1761274337768555,2.2786755561828613,5.156045436859131,4.946215629577637,1.5146653652191162
1,50,50,17.035036087036133,1.4499999999999995e-05,0.13469301164150238,3.801175832748413,2.1224052906036377,4.645190715789795,4.830077648162842,1.5014945268630981
1,75,75,15.58140754699707,1.674999999999999e-05,0.1455645114183426,3.6044113636016846,1.7810401916503906,4.714771270751953,4.09040641784668,1.2452144622802734
1,100,100,15.03499984741211,1.8999999999999998e-05,0.09997836500406265,3.3878822326660156,1.8157896995544434,4.329135894775391,4.134575843811035,1.2676385641098022
1,125,125,14.14486026763916,2.1249999999999998e-05,0.06793700158596039,3.2692511081695557,1.987362265586853,4.200448989868164,3.575709104537964,1.044150948524475
1,150,150,14.330625534057617,2.3500000000000002e-05,0.09537710249423981,3.105694532394409,1.8084245920181274,4.139545440673828,4.1268463134765625,1.0547373294830322
1,175,175,13.936347961425781,2.5749999999999996e-05,0.06171279400587082,2.998019218444824,2.1299402713775635,4.196962833404541,3.4886085987091064,1.0611048936843872
1,200,200,13.667795181274414,2.7999999999999993e-05,0.06474843621253967,2.8991353511810303,1.654379963874817,4.140069484710693,3.686434030532837,1.2230278253555298
1,225,225,13.312886238098145,3.0249999999999976e-05,0.05024031177163124,2.673489809036255,2.107706308364868,4.071063995361328,3.340315103530884,1.070070743560791
1,250,250,13.06591510772705,3.2499999999999984e-05,0.06021052598953247,2.632042407989502,1.8456065654754639,4.129752159118652,3.3570566177368164,1.0412477254867554
1,275,275,12.48660945892334,3.474999999999999e-05,0.05959362909197807,2.4578065872192383,1.523150086402893,4.16989278793335,3.323819398880005,0.9523473978042603
1,300,300,12.747099876403809,3.6999999999999985e-05,0.05028976872563362,2.2607009410858154,1.8868767023086548,4.037348747253418,3.4694974422454834,1.0423870086669922
1,325,325,12.10417366027832,3.9249999999999985e-05,0.059916988015174866,2.1493613719940186,1.4136968851089478,4.093259334564209,3.2932863235473633,1.0946526527404785
1,350,350,12.292032241821289,4.1499999999999965e-05,0.04800913855433464,1.8188444375991821,1.660352349281311,4.256618976593018,3.408740997314453,1.0994666814804077
1,375,375,11.618375778198242,4.374999999999992e-05,0.04318857192993164,1.6555296182632446,1.461331844329834,3.9963877201080322,3.505563735961914,0.9563749432563782
1,400,400,10.31049919128418,4.599999999999992e-05,0.0376024954020977,1.3105815649032593,1.3561820983886719,3.850365400314331,2.6790802478790283,1.0766870975494385
1,425,425,11.027688026428223,4.82499999999999e-05,0.03784256428480148,1.1121954917907715,1.7716871500015259,3.901815891265869,3.1745717525482178,1.0295748710632324
1,450,450,10.52996826171875,5.0499999999999886e-05,0.03651334345340729,0.940619170665741,1.667914628982544,3.7804579734802246,2.989032506942749,1.1154307126998901
1,475,475,10.910811424255371,5.274999999999988e-05,0.028581228107213974,0.8246577382087708,1.742853045463562,3.7648675441741943,3.4405322074890137,1.1093182563781738
1,500,500,10.059989929199219,5.499999999999991e-05,0.029494311660528183,0.7479133009910583,1.5238978862762451,3.667454719543457,2.950556755065918,1.140673279762268
1,525,525,10.710938453674316,5.72499999999999e-05,0.03308304771780968,0.7238415479660034,1.5753352642059326,3.766634464263916,3.4007434844970703,1.2113012075424194
1,550,550,9.669529914855957,5.949999999999986e-05,0.027008265256881714,0.6034380197525024,1.5052181482315063,3.6761953830718994,3.092089891433716,0.7655801773071289
1,575,575,10.231365203857422,6.174999999999986e-05,0.022703126072883606,0.5740516185760498,1.6753151416778564,3.727287530899048,3.0290701389312744,1.202937364578247
1,600,600,10.514986038208008,6.399999999999986e-05,0.03495321795344353,0.7525089383125305,1.583314061164856,3.7456700801849365,3.2624995708465576,1.1360405683517456
1,625,625,9.687295913696289,6.624999999999988e-05,0.016791535541415215,0.4999850392341614,1.208037257194519,3.689359426498413,3.20754075050354,1.0655821561813354
1,650,650,9.54959487915039,6.849999999999986e-05,0.02857416495680809,0.6210970282554626,1.2565425634384155,3.7353954315185547,2.926003932952881,0.9819822311401367
2,5,675,9.348140716552734,7.07499999999998e-05,0.021398428827524185,0.4962558150291443,1.3331955671310425,3.6083567142486572,2.9241044521331787,0.964830756187439
2,30,700,9.469010353088379,7.299999999999977e-05,0.02591765485703945,0.5944084525108337,1.2411061525344849,3.4040958881378174,3.249389171600342,0.9540925025939941
2,55,725,8.814591407775879,7.524999999999981e-05,0.026237918063998222,0.5964215993881226,1.0959621667861938,3.6912081241607666,2.5768964290618896,0.8278650641441345
2,80,750,9.544896125793457,7.749999999999981e-05,0.022825943306088448,0.4773097038269043,1.2063026428222656,3.437178134918213,3.3913791179656982,1.0099010467529297
2,105,775,9.907425880432129,7.97499999999998e-05,0.01896040327847004,0.46281760931015015,1.6709833145141602,3.4548630714416504,3.142174482345581,1.1576266288757324
2,130,800,9.526865005493164,8.199999999999976e-05,0.023231543600559235,0.4798887073993683,1.181057095527649,3.538557291030884,3.0978212356567383,1.2063096761703491
2,155,825,9.5534086227417,8.424999999999977e-05,0.021766694262623787,0.5882290005683899,1.2393739223480225,3.4919159412384033,3.265230417251587,0.9468932747840881
2,180,850,8.824788093566895,8.649999999999974e-05,0.024539096280932426,0.5056208968162537,1.1403518915176392,3.3618505001068115,2.8406238555908203,0.951801598072052
2,205,875,8.9329195022583,8.874999999999976e-05,0.018053580075502396,0.4184782803058624,1.3210716247558594,3.4355695247650146,2.7461535930633545,0.9935919046401978
2,230,900,9.516446113586426,9.09999999999997e-05,0.024147486314177513,0.5514258146286011,1.3413240909576416,3.454224109649658,2.950836420059204,1.1944884061813354
2,255,925,9.440561294555664,9.324999999999968e-05,0.02935323491692543,0.520479142665863,1.3347537517547607,3.229011297225952,3.436542272567749,0.8904218077659607
2,280,950,8.629311561584473,9.549999999999968e-05,0.022939644753932953,0.4872876703739166,0.9750165343284607,3.1245276927948,3.1008706092834473,0.9186702370643616
2,305,975,9.384529113769531,9.774999999999967e-05,0.01876627840101719,0.4443284273147583,1.428121566772461,3.26275372505188,3.221379518508911,1.0091794729232788
2,330,1000,9.394174575805664,9.999999999999964e-05,0.025122178718447685,0.49551820755004883,1.569707989692688,3.5641028881073,2.653212308883667,1.0865111351013184
2,355,1025,8.742508888244629,9.999999999999964e-05,0.02321632206439972,0.4838283658027649,1.1413486003875732,3.208972692489624,3.01365065574646,0.8714929223060608
2,380,1050,9.42455005645752,9.999999999999964e-05,0.02132813259959221,0.44434675574302673,1.3289473056793213,3.401141881942749,3.203186273574829,1.025599718093872
2,405,1075,8.415908813476562,9.999999999999964e-05,0.0203257966786623,0.4132663309574127,1.185901165008545,3.1678450107574463,2.8212053775787354,0.8073651194572449
2,430,1100,9.294660568237305,9.999999999999964e-05,0.021663710474967957,0.4980912506580353,1.5843918323516846,3.1337969303131104,3.0644640922546387,0.992252767086029
2,455,1125,9.408255577087402,9.999999999999964e-05,0.019426189363002777,0.4250864088535309,1.2975229024887085,3.3798067569732666,3.2794973850250244,1.0069167613983154
